customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases
0.0,0.7115384615384616,1.0,1.0,0.3333333333333333,0.4125000000000001,0.48484848484848486,0.0,0.29166666666666663,1.0,0.2400000000000002,1.0,0.2,1.0,1.0,0.26530612244897955,1.0,0.5
0.00025647601949217746,0.019230769230769273,1.0,0.8510638297872339,0.3333333333333333,0.55,0.4242424242424243,0.0,0.5,1.0,0.2400000000000002,1.0,0.2,1.0,1.0,0.02040816326530612,0.2,0.5
0.0005129520389843549,0.6153846153846154,1.0,0.0,0.3333333333333333,0.6625000000000001,0.2727272727272725,0.6666666666666666,0.5,0.3333333333333333,0.2400000000000002,1.0,0.4,1.0,1.0,0.44897959183673464,0.4,1.0
0.0007694280584765324,0.05769230769230771,1.0,0.7659574468085109,0.6666666666666666,0.875,0.0,0.3333333333333333,0.5,0.3333333333333333,0.40000000000000013,1.0,0.6000000000000001,1.0,1.0,0.9795918367346937,0.8,1.0
0.0010259040779687098,0.5192307692307693,1.0,1.0,0.3333333333333333,0.36250000000000004,0.3333333333333335,0.3333333333333333,0.875,0.3333333333333333,0.08000000000000007,1.0,0.4,1.0,1.0,0.6122448979591836,0.8,0.0
0.0012823800974608873,0.5384615384615385,1.0,0.4468085106382982,0.6666666666666666,0.0,0.2424242424242422,0.3333333333333333,0.9583333333333333,0.6666666666666666,0.15999999999999992,1.0,0.8,1.0,1.0,0.26530612244897955,1.0,1.0
0.0015388561169530648,0.8653846153846155,1.0,0.9574468085106385,0.3333333333333333,0.8125,1.0,0.3333333333333333,0.29166666666666663,0.0,0.28000000000000025,1.0,0.4,1.0,1.0,0.9795918367346937,0.2,0.8333333333333333
0.0017953321364452422,0.17307692307692313,1.0,0.7021276595744683,0.3333333333333333,0.17500000000000004,0.6363636363636362,0.0,0.16666666666666666,1.0,0.28000000000000025,1.0,0.4,1.0,1.0,0.36734693877551017,0.4,1.0
0.0020518081559374197,0.15384615384615385,1.0,0.7872340425531914,1.0,0.9625000000000001,0.5454545454545454,0.0,0.7916666666666666,0.6666666666666666,0.040000000000000036,1.0,0.2,1.0,1.0,0.14285714285714285,1.0,0.0
0.002308284175429597,0.7500000000000001,1.0,0.6170212765957448,0.0,0.1375,0.5454545454545454,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.9199999999999999,1.0,0.0,1.0,1.0,0.061224489795918366,0.2,0.8333333333333333
